Mapper,1,16,Mapper,1.6,40000,1,1,1,1,5258572012681680,324228.33988154406,324229.9507459286,40253.56966199762,40253.7696538976
Mapper,1,16,Mapper,1.6,40000,1,1,1,1,5258572012681680,324228.33988154406,324229.9507459286,40253.56966199762,40253.7696538976
Latency Sink,1,16,Latency Sink,1.6,40000,1,1,1,1,5258572044919969,4247007.274101698,0.0,40326.954182190886,0.0
Source: Bids Source,1,17,Source: Bids Source,1.6,40000,1,1,1,1,5258581999144952,0,40318.82723517518,0,39634.428609342925
Source: Bids Source,1,17,Source: Bids Source,1.6,40000,1,1,1,1,5258581999144952,0,40318.82723517518,0,39634.428609342925
Mapper,1,17,,1.6,40000,1,1
Mapper,1,17,Mapper,1.6,40000,1,1,1,1,5258582014724677,330492.2801077799,330493.95393559244,39487.75950867264,39487.95950036413
Latency Sink,1,17,Latency Sink,1.6,40000,1,1,1,1,5258582048685818,4320887.119002605,0.0,39758.37559197445,0.0
Source: Bids Source,1,18,,1.6,40000,1,1
Source: Bids Source,1,18,Source: Bids Source,1.6,40000,1,1,1,1,5258592003194596,0,40746.15289391733,0,40179.0113630564
